SMILES,H_count,C_count,N_count,O_count,F_count
FC1=CC(=O)OC=C1,3,5,0,2,1
NC1=CN=C(CO)O1,6,4,2,2,0
CCNC(=O)C(C)O,11,5,1,2,0
OCCC1CC(=O)C1,10,6,0,2,0
CC1C(NC1=O)C#C,7,6,1,1,0
CN1CC1(C)CC=O,11,6,1,1,0
CC1(CC(O)C1)C=O,10,6,0,2,0
C1OC11C2CC1CC2,10,7,0,1,0
CC(C#N)C(O)CO,9,5,1,2,0
CCC1OC1C(C)=O,10,6,0,2,0
CC1C2NC2(C)C1O,11,6,1,1,0
CC1=CC(=O)N=CN1,6,5,2,1,0
CC1CNC(=O)OC1,9,5,1,2,0
CC1COC2(C)CC12,12,7,0,1,0
O=CC1=NOC(=O)N1,2,3,2,3,0
N#CCC12CC1CO2,7,6,1,1,0
CC1(CN1)C1(C)CO1,11,6,1,1,0
N#CC12CC1C=CC2,7,7,1,0,0
CC1NC1(CO)C=O,9,5,1,2,0
CC1(O)CC(O)C=C1,10,6,0,2,0
CCC1=CN=C(O)O1,7,5,1,2,0
N1C=CC2=C1N=NO2,3,4,3,1,0
C1NC11CC2CC1O2,9,6,1,1,0
CCN1C=NC(O)=N1,7,4,3,1,0
OC12CC1N=COC2,7,5,1,2,0
NC(=O)C1(CN1)C=O,6,4,2,2,0
OCC1=COC(=O)O1,4,4,0,4,0
CC12NC1CC2C#C,9,7,1,0,0
OCC(O)CCC#C,10,6,0,2,0
CCCC1OC1C=O,10,6,0,2,0
COC(C)CC(C)O,14,6,0,2,0
O=CC1OCC11CO1,6,5,0,3,0
CCC(N)(CC)C#N,12,6,2,0,0
CC1(O)CC1NC=O,9,5,1,2,0
FC1=COC=NC1=N,3,4,2,1,1
CC(=O)NC(=O)C=O,5,4,1,3,0
CC1OCC(=O)C=C1,8,6,0,2,0
OC1(CC#N)COC1,7,5,1,2,0
OC1C(=O)NC11CC1,7,5,1,2,0
OC12CC3C4C1C2N34,7,6,1,1,0
CC1C2CC3(CO3)C12,10,7,0,1,0
CCC1(CC1C)C=O,12,7,0,1,0
CC1(OC2CC12)C#N,7,6,1,1,0
CC1(O)C2NC1C=C2,9,6,1,1,0
CC1CCC2CC2C1,14,8,0,0,0
CCC1(C)CC(=N)O1,11,6,1,1,0
OCC(O)COC=O,8,4,0,4,0
CC(C)C1OCC1C,14,7,0,1,0
CC1=C(C)OC(=O)O1,6,5,0,3,0
CC1(C)CC=CC1O,12,7,0,1,0
CC1(NC1C=O)C#N,6,5,2,1,0
OC12CN(C1)C21CC1,9,6,1,1,0
O=C1CCC2COC12,8,6,0,2,0
CC(CC1CN1)C#N,10,6,2,0,0
N#CC1NC2CNC12,7,5,3,0,0
O=CC1OCCCO1,8,5,0,3,0
CCC(O)C(F)(F)F,7,4,0,1,3
O=C1CCC(C1)C#C,8,7,0,1,0
C1OC2=NCCC2=C1,7,6,1,1,0
CCOC1COC1=O,8,5,0,3,0
CC(C)C(=O)CCO,12,6,0,2,0
CC1C(O)C1NC=O,9,5,1,2,0
CC#CC1CC2CC12,10,8,0,0,0
OC1C(O)C1CC=O,8,5,0,3,0
O=N(=O)C1=NC=NO1,1,2,3,3,0
CC1COC2COC12,10,6,0,2,0
CC1C=CC(=O)C1O,8,6,0,2,0
O=C1CC2C3CN1C23,7,6,1,1,0
CCOC1CNC1=O,9,5,1,2,0
CN1CC1C(=O)C=O,7,5,1,2,0
[O-]C(=O)C12CC(C1)[NH2+]2,7,5,1,2,0
CC#CC1OC1(C)C,10,7,0,1,0
CCCC(CO)CO,14,6,0,2,0
C#CC12CCC1CO2,8,7,0,1,0
CC1C=CC2CCC12,12,8,0,0,0
CC1=NNN=C1C=O,5,4,3,1,0
CC1CC=CC11CC1,12,8,0,0,0
CCC1C2N1CC2=O,9,6,1,1,0
CC1CC(=N)N1C=O,8,5,2,1,0
CCC1(CC1)C(C)=O,12,7,0,1,0
CN1C=NC(=N)N=C1,6,4,4,0,0
N1C=NC2=C1N=CN2,4,4,4,0,0
CC#CCCC(C)O,12,7,0,1,0
O=C1CN2C(C#C)C12,5,6,1,1,0
N#CC1NC1C1CO1,6,5,2,1,0
CC12NC1C(O)C2O,9,5,1,2,0
CC(CC1CO1)C#C,10,7,0,1,0
O=C1C2C3C4C3N1C24,5,6,1,1,0
CCC(OC)C#CC,12,7,0,1,0
C1CC2=C(N1)C=CN2,8,6,2,0,0
NC1=CC(=O)OC1=N,4,4,2,2,0
COC(C)CCC=O,12,6,0,2,0
O=COC1=NNN=C1,3,3,3,2,0
CC(=O)CC1CCO1,10,6,0,2,0
NC(=N)C(=O)N1CC1,7,4,3,1,0
OCCN1CC1C#N,8,5,2,1,0
N=CN1CCOC1=N,7,4,3,1,0
CCN1C(C)C1C#N,10,6,2,0,0
CCNC(=N)C(C)=O,10,5,2,1,0
C1CN2C=CN=C2C1,8,6,2,0,0
CC1=CON=NC1=N,5,4,3,1,0
CC(OC=N)C1CN1,10,5,2,1,0
CC12CCC(O1)C2O,10,6,0,2,0
FC1=NNC(=O)C=C1,3,4,2,1,1
CC1(CC#C)COC1,10,7,0,1,0
CCC1(COC1)C=O,10,6,0,2,0
CC1OC11CNC1=N,8,5,2,1,0
C1C2COC3CN1C23,9,6,1,1,0
CC12CC3C(C13)C2=O,8,7,0,1,0
C1C2C1C1C=CCC21,10,8,0,0,0
OCC1C(O)C2CN12,9,5,1,2,0
CCC12CC(C1)C2O,12,7,0,1,0
OC1CNC=C1C=O,7,5,1,2,0
NC(=N)N1CCC1=O,7,4,3,1,0
CCC1=CC2CC1C2,12,8,0,0,0
OC1=CC=CC(O)=N1,5,5,1,2,0
CC#CC1(C)COC1,10,7,0,1,0
CC1C(C2CC2)N1C,13,7,1,0,0
CCC1=CC=C(C)N1,11,7,1,0,0
CC1=CN=C(N1)C=O,6,5,2,1,0
CC12CCC1C(=O)C2,10,7,0,1,0
NC(=O)CNCC#N,7,4,3,1,0
CC1(OCC1O)C#N,7,5,1,2,0
CCC(O)C(O)CC,14,6,0,2,0
CC(O)C1COCO1,10,5,0,3,0
CC(=O)C1CC2CC12,10,7,0,1,0
CC1CC2CC(O)C12,12,7,0,1,0
CC12CC(C=C1)C2=O,8,7,0,1,0
CCC1(C)OC1C=O,10,6,0,2,0
CC1CCC1NC=O,11,6,1,1,0
CC(C)N(C)C(N)=O,12,5,2,1,0
OC1CC=CCC1O,10,6,0,2,0
CC(C)C1CC1C#C,12,8,0,0,0
O=C1NCC11COC1,7,5,1,2,0
ON=C1C2NC2C1O,6,4,2,2,0
CCC(=O)CC(C)=O,10,6,0,2,0
CN1C(=O)CNC1=O,6,4,2,2,0
OCC(O)C(=O)C=O,6,4,0,4,0
CC(CC#C)OC=O,8,6,0,2,0
OC1C2C=CC(=O)C12,6,6,0,2,0
CC1OC1COC=O,8,5,0,3,0
CC1COC(=N1)C#C,7,6,1,1,0
NCC(=O)OC1CC1,9,5,1,2,0
CC1CC(=O)C=C1N,9,6,1,1,0
CN1C(C=O)C1C#N,6,5,2,1,0
O=CC12CCC1OC2,8,6,0,2,0
C1OC2C3C2N2C1C32,7,6,1,1,0
CCC1CC(O)C1O,12,6,0,2,0
CNC(=O)NC=NC,9,4,3,1,0
COC(C)(C)C#CC,12,7,0,1,0
CN=C1ON=NC=N1,4,3,4,1,0
OCC(O)(CO)C#C,8,5,0,3,0
CC1(CC1)OCCO,12,6,0,2,0
CNC1(C)COC1=N,10,5,2,1,0
CC12CCC1=CCC2,12,8,0,0,0
COCCCC(C)O,14,6,0,2,0
CN1C=C(N)C(O)=N1,7,4,3,1,0
C1CC11COC11CC1,10,7,0,1,0
N=CNC1=NNC=C1,6,4,4,0,0
CC1=C(N)N=C(N)O1,7,4,3,1,0
C#CCC1C2CC1O2,8,7,0,1,0
CN1C=NC(C=O)=C1,6,5,2,1,0
OCC1(O)CCC=C1,10,6,0,2,0
OCCC12CC1CC2,12,7,0,1,0
CCC1(CN1)C(C)=O,11,6,1,1,0
OCC12CC1(O)CC2,10,6,0,2,0
CC1=CC(=N)NN=N1,6,4,4,0,0
CC12CN1CC(=O)C2,9,6,1,1,0
O=C1C=CC=CN=C1,5,6,1,1,0
OC1C2C=CC1C2O,8,6,0,2,0
N=COC1CCCO1,9,5,1,2,0
C#CC1COC1C#C,6,7,0,1,0
OC1C2C1C1CC2C1,10,7,0,1,0
N=C1NCCOC1=O,6,4,2,2,0
OC1=CC(=N)N=NO1,3,3,3,2,0
N#CC12CCCC1O2,7,6,1,1,0
CC12COC1CCO2,10,6,0,2,0
CN1C2CC2NC1=O,8,5,2,1,0
OC1C2C3CC3C12O,8,6,0,2,0
CC1N2CC2C11CC1,11,7,1,0,0
CNCC(OC)C#N,10,5,2,1,0
CCC1=COC(C)=C1,10,7,0,1,0
COC(C)(C)C1CN1,13,6,1,1,0
CCCC1NC1C=O,11,6,1,1,0
CC(O)CN(C)C=O,11,5,1,2,0
CCCC(O)C1CC1,14,7,0,1,0
CNC(=O)C(C)(C)O,11,5,1,2,0
COC1CC1(O)C#C,8,6,0,2,0
CCCC(C)C(C)O,16,7,0,1,0
NC1=CC(=O)N2CC12,6,5,2,1,0
CC12CC1NC(=O)C2,9,6,1,1,0
C1OC2CC1CCC2,12,7,0,1,0
O=CCN1C=CN=C1,6,5,2,1,0
CC1=NNC(O)=C1O,6,4,2,2,0
ON=C1CCNC=C1,8,5,2,1,0
CC1=CON=NC1=O,4,4,2,2,0
C1NCC2=C1OC=N2,6,5,2,1,0
CC1(CO1)C#CC#N,5,6,1,1,0
CCN1C=CC(N)=N1,9,5,3,0,0
OC1CC2OCC12O,8,5,0,3,0
NC1=CN=CC=C1O,6,5,2,1,0
CC1C(CO)OC1=N,9,5,1,2,0
NC1=NOC(=N)N=C1,4,3,4,1,0
O=CC12C3C4C1N4C23,5,6,1,1,0
CC1CC1C1CN1C,13,7,1,0,0
CCC#CC1CC1O,10,7,0,1,0
C1CC2CC1CCC2,14,8,0,0,0
CC12CC3(CN3)C1O2,9,6,1,1,0
N=C(NCC#C)C#N,5,5,3,0,0
O=C1C=CCC2CC12,8,7,0,1,0
CC(C)C1(CC1)C#N,11,7,1,0,0
CC(=O)N(C=O)C=O,5,4,1,3,0
COC1=CN=CN=N1,5,4,3,1,0
OCC1=CN=CC=N1,6,5,2,1,0
N#CC1=CCCCC1,9,7,1,0,0
OCCC#CCCO,10,6,0,2,0
CN=C1OC2CCC12,9,6,1,1,0
CCC1=CCOC1=N,9,6,1,1,0
CC1CC2C1NC2=O,9,6,1,1,0
N=C1NC(=NO1)C#C,3,4,3,1,0
CC(O)C(O)CCO,12,5,0,3,0
O=CCC1C2CN1C2,9,6,1,1,0
OCC1NC(=O)C=C1,7,5,1,2,0
CC1C=CC(C)C1O,12,7,0,1,0
NC(CO)(C#C)C#N,6,5,2,1,0
C#CC1C2C3CN1C23,7,7,1,0,0
CCC(CC)C1CC1,16,8,0,0,0
CCC1=COC=C1C,10,7,0,1,0
CNC1=C(N)NN=N1,7,3,5,0,0
COCC1OCCO1,10,5,0,3,0
CC1C2CC(C)CC12,14,8,0,0,0
OC1CC11COC1=O,6,5,0,3,0
C#CCC1(CO1)C#N,5,6,1,1,0
OCC1OCC11CO1,8,5,0,3,0
OC12C3CC1C=CC23,8,7,0,1,0
CC(O)CC(=O)CO,10,5,0,3,0
C1CC1C1=NC=NO1,6,5,2,1,0
CC1C2N=COC12C,9,6,1,1,0
NC(=O)C1C2CCC12,9,6,1,1,0
CCOC1CCC=C1,12,7,0,1,0
CCN1C2C3CC3C12,11,7,1,0,0
CC1=CC(O)CC1O,10,6,0,2,0
OC1CC2COCC12,10,6,0,2,0
CCC(O)C(C)C#N,11,6,1,1,0
CC1(C)C2OC(=O)C12,8,6,0,2,0
C#CCC(C#C)C#N,5,7,1,0,0
CC1C(C)C1CC#C,12,8,0,0,0
CCC1CC2(O)CC12,12,7,0,1,0
CC1C2CC3(CC3)C12,12,8,0,0,0
CC1C2C(O)CC12C,12,7,0,1,0
OC1C2CC(O)C1O2,8,5,0,3,0
NC1=NC(C=O)=NO1,3,3,3,2,0
ON=C1CC2C(O)C12,7,5,1,2,0
FC1=CNC=CC1=O,4,5,1,1,1
OC1CC1C(=O)C#C,6,6,0,2,0
COC1(C)COC1=O,8,5,0,3,0
CC1(CO)COC1=N,9,5,1,2,0
FC1=CC(=N)C=NO1,3,4,2,1,1
C1C2CC3OC2CC13,10,7,0,1,0
CCC(C)(CC)OC,16,7,0,1,0
CCC1(C)NC1C#N,10,6,2,0,0
CC(=O)C1C2COC12,8,6,0,2,0
CC12OC1C1C(O)C21,8,6,0,2,0
FC1=CON=NC1=O,1,3,2,2,1
O=C1OC2C3NC2C13,5,5,1,2,0
OCCC(=O)C1CC1,10,6,0,2,0
CN1CCOC(=O)C1,9,5,1,2,0
OCCCCCC=O,12,6,0,2,0
CCCN1N=CC=N1,9,5,3,0,0
CC1CC2OCC2O1,10,6,0,2,0
CC(OCC=O)C#C,8,6,0,2,0
CC1C2CC2CC1O,12,7,0,1,0
C1C2C3C1OCCN23,9,6,1,1,0
C#CC12CCCC1N2,9,7,1,0,0
C1NC1C1COCO1,9,5,1,2,0
C1C=CC2=COC=C12,6,7,0,1,0
OC1COCCOC1,10,5,0,3,0
CC1=CNC(CO)=C1,9,6,1,1,0
OC1CC(=O)C11CN1,7,5,1,2,0
OCC(CO)OC=O,8,4,0,4,0
OC12C3CN=C1OC23,5,5,1,2,0
OC(C=O)C1CCO1,8,5,0,3,0
O=CNC=NCC#N,5,4,3,1,0
OC(C=O)C1(O)CC1,8,5,0,3,0
O=CCC1OC1C=O,6,5,0,3,0
O=C1CCN2CC2C1,9,6,1,1,0
C1C2C3CC4C1C2N34,9,7,1,0,0
CC(=O)NCC1CN1,10,5,2,1,0
CC1(O)CC1CC#N,9,6,1,1,0
CCOC(=O)N(C)C,11,5,1,2,0
CCC(C)CC(N)=O,13,6,1,1,0
CC(C)N1N=CN=N1,8,4,4,0,0
OC12CC3COC1C23,8,6,0,2,0
CC1CN2C(C#C)C12,9,7,1,0,0
NC1=CON=NC1=O,3,3,3,2,0
C1CC23CCCC12O3,10,7,0,1,0
COC1=CNC=C1C,9,6,1,1,0
CC#CC1=CC=CN1,7,7,1,0,0
COC1CCCC1=O,10,6,0,2,0
OCC1NC1CC#N,8,5,2,1,0
OC1C2CC3OC1C23,8,6,0,2,0
CCC1(OC1C)C#N,9,6,1,1,0
COC1(C)CC(O)C1,12,6,0,2,0
CC1=CC(C)=C(C)O1,10,7,0,1,0
OCC1(CO1)C1CN1,9,5,1,2,0
C1CC1C1=CN=NN1,7,5,3,0,0
C1C2CC11OCOC21,8,6,0,2,0
CC1(CCCO1)C=O,10,6,0,2,0
CCC(=O)C1COC1,10,6,0,2,0
NC1C(=O)OC11CC1,7,5,1,2,0
CN1CC1CC1CC1,13,7,1,0,0
O=C1COC(C1)C#N,5,5,1,2,0
CC(C)C1=NC=NO1,8,5,2,1,0
CCCC1CCC=C1,14,8,0,0,0
C1NCC2=NON=C12,5,4,3,1,0
NC(=O)C(O)CC#N,6,4,2,2,0
CN1C=NC(O)=C1C,8,5,2,1,0
C1C2C=C3CCC3C12,10,8,0,0,0
OCCN1C=CN=N1,7,4,3,1,0
N1C2C=CC3OC2C13,7,6,1,1,0
CC1OC=NCC1O,9,5,1,2,0
CCC12NC3C1NC23,10,6,2,0,0
N1C=NC2=C1NC=N2,4,4,4,0,0
CC1CC1CCC#N,11,7,1,0,0
OCC12C3C4C3N1C24,7,6,1,1,0
CN1CC1CCCO,13,6,1,1,0
OC12CN3C(C=C1)C23,7,6,1,1,0
O=C1C2OC2C11CN1,5,5,1,2,0
CC(=O)N1C=CN=C1,6,5,2,1,0
NC(=O)C1OC1C#C,5,5,1,2,0
CC1OC(=O)C(=O)O1,4,4,0,4,0
CC1=CNC(=O)OC1,7,5,1,2,0
NC1=NOC(CO)=N1,5,3,3,2,0
CC1C2CC(O)C12O,10,6,0,2,0
NC(=O)C(O)CC=O,7,4,1,3,0
CC1=C(O)NC(O)=N1,6,4,2,2,0
[NH3+]CC1=C([O-])OC=N1,6,4,2,2,0
C1C23CCOC12CO3,8,6,0,2,0
OCC1OC11CCC1,10,6,0,2,0
O=C1NCC2CCN12,8,5,2,1,0
CC1C2CC2(C)C1C,14,8,0,0,0
CC1(COC1)C1CC1,12,7,0,1,0
OCC#CCC1CO1,8,6,0,2,0
CC1(CC(N)=O)CC1,11,6,1,1,0
CC1CCC1(C)C#N,11,7,1,0,0
O=C1C2OC1C1OC21,4,5,0,3,0
NC1=NN(C=O)N=N1,3,2,5,1,0
CCC1=CC=NN1C,10,6,2,0,0
OCC1C2CCOC12,10,6,0,2,0
CC(C)C1(CO1)C#C,10,7,0,1,0
OC1C2COC1OC2,8,5,0,3,0
NC1=CC(=CN1)C#N,5,5,3,0,0
C1C2N1CC21CCO1,9,6,1,1,0
[NH3+]C1(CC1O)C([O-])=O,7,4,1,3,0
NC(=O)N1N=CC=N1,4,3,4,1,0
NC1=[NH+]C(=N)C=N[N-]1,5,3,5,0,0
OCC1CN1CC#N,8,5,2,1,0
NC1=C(NC=N1)C#C,5,5,3,0,0
CC1(OCC=C1)C=O,8,6,0,2,0
OC12CCN3C1CC23,9,6,1,1,0
C1CC23CCC2OC13,10,7,0,1,0
OCC1=CNN=C1O,6,4,2,2,0
CC1=C(CCC1)C=O,10,7,0,1,0
CC(O)C1=CCOC1,10,6,0,2,0
N#CC1CC=CCO1,7,6,1,1,0
CC1(C)C2CCCC12,14,8,0,0,0
CNC1=COC(=O)N1,6,4,2,2,0
CN1C=C(N)C=C1O,8,5,2,1,0
CC1=CN=C(N)C=N1,7,5,3,0,0
NC1=COC(=N)N=C1,5,4,3,1,0
OC1=NNC=C1C=O,4,4,2,2,0
CC1C2CC(=N)OC12,9,6,1,1,0
CCC#CCOC=O,8,6,0,2,0
CC(=N)OCC1CC1,11,6,1,1,0
OCC1C2OCC12O,8,5,0,3,0
OC1(CC#C)CCC1,10,7,0,1,0
NCC(C#N)C(N)=O,7,4,3,1,0
O=C1CC2CC2CN1,9,6,1,1,0
O=C1CC2C3OC2C13,6,6,0,2,0
NC1=CNC(C=O)=C1,6,5,2,1,0
CC1CC2NC12C#C,9,7,1,0,0
CCOC(C)(C)C=O,12,6,0,2,0
CC1C2C3C2C(=O)N13,7,6,1,1,0
C1C2CC1C=CC=C2,10,8,0,0,0
CC1(C)CC(C1)C=O,12,7,0,1,0
CC1OC2(C)CC1C2,12,7,0,1,0
O1CC23COC2CC13,8,6,0,2,0
CC(=O)C1NC1(C)C,11,6,1,1,0
CC1(O)CC2OC2C1,10,6,0,2,0
OC1(COC1)C1CO1,8,5,0,3,0
N#CC12CN(C1)CC2,8,6,2,0,0
CN(C)CC(O)C#N,10,5,2,1,0
CC1(CCC1=O)C#N,7,6,1,1,0
OC1=NC=C(N1)C=O,4,4,2,2,0
OC1CCC1C1CC1,12,7,0,1,0
COC1=NNC=C1C,8,5,2,1,0
CC1OC(=O)C=C1C,8,6,0,2,0
CC12CCC1(CO)O2,10,6,0,2,0
OC1CCC1(O)C=O,8,5,0,3,0
OCC12CCC1CC2,12,7,0,1,0
CC1CC2(CO2)C1C,12,7,0,1,0
CC(=O)C(O)C(N)=O,7,4,1,3,0
NC1=C(O)C=C(O)N1,6,4,2,2,0
CC1(CO)CC2CN12,11,6,1,1,0
N=C1CN2CC2CO1,8,5,2,1,0
O=C1OCC11CCN1,7,5,1,2,0
CC1=NC(=O)ON=N1,3,3,3,2,0
CC1=C(ON=C1)C#N,4,5,2,1,0
CNC1=CC=C(N)O1,8,5,2,1,0
O=C1CC2CN2C=C1,7,6,1,1,0
CN1C2C=CC1C2=O,7,6,1,1,0
COC1(C)CC1C=O,10,6,0,2,0
CN(CC#N)C1CC1,10,6,2,0,0
CNC(=O)CC#CC,9,6,1,1,0
CN(C=O)C(=N)CO,8,4,2,2,0
CNC(=O)C(C)CO,11,5,1,2,0
CC(=O)C(C#N)C#N,4,5,2,1,0
O=CNCC1CCC1,11,6,1,1,0
CC(C1CO1)C(N)=O,9,5,1,2,0
CN(C=O)C(=O)CN,8,4,2,2,0
CCC1(CC1)C1OC1,12,7,0,1,0
COC1=C(C)C=NN1,8,5,2,1,0
C#CCC1=CNC=C1,7,7,1,0,0
CC1(CC#C)CCC1,12,8,0,0,0
CCC1NC1COC,13,6,1,1,0
O=C1COCC(=O)N1,5,4,1,3,0
CC1CNC=CC1=O,9,6,1,1,0
O=CNC1=CON=N1,3,3,3,2,0
CC1(CNC1=O)C=O,7,5,1,2,0
OC1(CN2CC2)CC1,11,6,1,1,0
CC(C)([NH3+])CC([O-])=O,11,5,1,2,0
CN(C=N)C(=N)C=O,7,4,3,1,0
CN1CC1CN1CC1,12,6,2,0,0
CC1=NOC(=N)C=C1,6,5,2,1,0
CN1C=C(C)C(C)=C1,11,7,1,0,0
COC1=C(C)N=CN1,8,5,2,1,0
CC(C)C1=NOC=N1,8,5,2,1,0
CC1CC(C)C2CC12,14,8,0,0,0
CC(C)(OC=N)C#C,9,6,1,1,0
CC(C)C#CCCO,12,7,0,1,0
NC1=NC(=N)C=NO1,4,3,4,1,0
OC1CC2OC1C2=O,6,5,0,3,0
CN(C)C(=O)C(C)=O,9,5,1,2,0
OC1C(CC1=O)C=O,6,5,0,3,0
CN1C2CC(O)CC12,11,6,1,1,0
OC12CC1OCC=C2,8,6,0,2,0
CC(O)(CO)CC=O,10,5,0,3,0
CC1C(O)COC1=N,9,5,1,2,0
OCC1=CN=CN=N1,5,4,3,1,0
CC1COC1C1CC1,12,7,0,1,0
C1OC1C1CCC=C1,10,7,0,1,0
CCC(C)CC(C)O,16,7,0,1,0
NC1=C(CCC1)C=O,9,6,1,1,0
O=CC12C3CC1OC23,6,6,0,2,0
CC12CC1NC(=O)N2,8,5,2,1,0
COC(C#N)C(N)=N,7,4,3,1,0
COC1CC2C1N2C,11,6,1,1,0
C#CC#CCCC#N,5,7,1,0,0
OC1=CN2CCC2=C1,7,6,1,1,0
OC1=NC=NC(F)=N1,2,3,3,1,1
CCC1=C(N)ON=N1,7,4,3,1,0
CC1C(C#N)C1(C)O,9,6,1,1,0
COCCN(C)C=O,11,5,1,2,0
N=C1OC2CCC2O1,7,5,1,2,0
OC1C(O)C1OC=N,7,4,1,3,0
CC1=CNC(N)=C1O,8,5,2,1,0
C1CC2C1C1CCC21,12,8,0,0,0
O=C1C=CC2CCC12,8,7,0,1,0
CC#CCOCC=O,8,6,0,2,0
C1CC=CCN=CO1,9,6,1,1,0
O=CC1CC2CC1C2,10,7,0,1,0
N=CNC1=COC=N1,5,4,3,1,0
CC12CC1(CN2)C#N,8,6,2,0,0
CNC(CC#N)C=O,8,5,2,1,0
CC1C(O)C11CCC1,12,7,0,1,0
NC(CC#N)CC#N,7,5,3,0,0
CN1CC1CC(N)=O,10,5,2,1,0
CCC1=CON=C1N,8,5,2,1,0
OC1=NC(=N)C=CO1,4,4,2,2,0
CNC1CCOC1=O,9,5,1,2,0
CC1COCOC=N1,9,5,1,2,0
CCN1N=NC(C)=N1,8,4,4,0,0
COCC1(CC1)OC,12,6,0,2,0
CC(C)C(O)CC#N,11,6,1,1,0
CCC(C)CC1CC1,16,8,0,0,0
OC1CC1(C#C)C#N,5,6,1,1,0
OC1CC2NC(=O)C12,7,5,1,2,0
NC1=CC(=O)NC1=N,5,4,3,1,0
NC(=O)C1CC1CO,9,5,1,2,0
CC1(O)CC(=O)C=C1,8,6,0,2,0
CC1OCOC2CC12,10,6,0,2,0
CN1CC=C(C1)C#N,8,6,2,0,0
OCC1CCOCC1,12,6,0,2,0
NC1=NC2(CC2)CO1,8,5,2,1,0
OC1COCCC1=O,8,5,0,3,0
OCC#CC1CC1O,8,6,0,2,0
CC#CC12CC1CC2,10,8,0,0,0
OC1C2CC1(N2)C=O,7,5,1,2,0
C#CCCC1CCO1,10,7,0,1,0
O=COC1CN=CO1,5,4,1,3,0
CC1N2CC2(C)C1=O,9,6,1,1,0
OC1C=CCC11CC1,10,7,0,1,0
CC1CCC(O1)C=O,10,6,0,2,0
CN1C2COC(=O)C12,7,5,1,2,0
CC1(O)CC2CC1C2,12,7,0,1,0
C#CC1OCC1C#N,5,6,1,1,0
CCC1(C)CC=CC1,14,8,0,0,0
CC12OC1C1OCC21,8,6,0,2,0
COCC1=CON=N1,6,4,2,2,0
N=C1NC2CC2C1=O,6,5,2,1,0
OC12CCN3CC1C23,9,6,1,1,0
OC1CC2OC(=O)C12,6,5,0,3,0
CC12CN1C(CO)C2,11,6,1,1,0
CC12C=CC3OC1C23,8,7,0,1,0
CCCC12CC(C1)O2,12,7,0,1,0
CCC1CCC1=NO,11,6,1,1,0
NC1=CC=C(CO)N1,8,5,2,1,0
CC1NCCCC1=O,11,6,1,1,0
NC1=NNC(CO)=N1,6,3,4,1,0
CCC1C2CC1(C)O2,12,7,0,1,0
CCCC1(CC1)OC,14,7,0,1,0
CC1=CC2NC1C2O,9,6,1,1,0
CC1=NNC(C=O)=C1,6,5,2,1,0
CC12CC1OC2C#C,8,7,0,1,0
N=C1NC=CN1C=O,5,4,3,1,0
N=CNC1=CON=N1,4,3,4,1,0
N=C1CC2CC2CO1,9,6,1,1,0
CCC1C(O)C1C=O,10,6,0,2,0
CN1CCN=C1C=O,8,5,2,1,0
CC1(C)CC1C(N)=O,11,6,1,1,0
CNC1=C(N)ON=N1,6,3,4,1,0
OC1C2CC3CN2C13,9,6,1,1,0
CCCC1=NNN=C1,9,5,3,0,0
O=C1NC2CCC1C2,9,6,1,1,0
O=C1CCC2(CO2)C1,8,6,0,2,0
CCC12CC1OC2=N,9,6,1,1,0
CC(=O)C1CCOC1,10,6,0,2,0
CN1N=C(C)NC1=O,7,4,3,1,0
CC(C)C#CC1CN1,11,7,1,0,0
NC1=C(CO)N=CO1,6,4,2,2,0
CC1CCCOC1C,14,7,0,1,0
COC1CCC(O)C1,12,6,0,2,0
OC12CC3C1CN3C2,9,6,1,1,0
C1CC2(C1)C1CCC21,12,8,0,0,0
CC(C=O)N(C)C=O,9,5,1,2,0
O=CC12CC1CCC2,10,7,0,1,0
C1NC2C3OC12C=C3,7,6,1,1,0
CCOCC(=O)OC,10,5,0,3,0
CNC1=COC(N)=N1,7,4,3,1,0
N=C1OC2(CC12)C=O,5,5,1,2,0
N=COCC(=O)C#C,5,5,1,2,0
CCC(C)CCC=O,14,7,0,1,0
CC(=O)C1(CN1)C#N,6,5,2,1,0
CC1=CCC(C)(C)C1,14,8,0,0,0
O=C1NC2C3CC2C13,7,6,1,1,0
CC(O)C1OC1C=O,8,5,0,3,0
C1C2C=CC3OC3C12,8,7,0,1,0
C1C2OC3CC2N1C3,9,6,1,1,0
NC1=NC=CC=C1O,6,5,2,1,0
CC1(CO)CC(=O)C1,10,6,0,2,0
CC(=O)COC1CC1,10,6,0,2,0
C1OC2C3C4C1C2N34,7,6,1,1,0
CC1(C)C2CC(O)C12,12,7,0,1,0
CC1=CCC2CC2C1,12,8,0,0,0
CCCC(OC)C#C,12,7,0,1,0
C1C2CCC=CC1O2,10,7,0,1,0
CC1C2NC(=O)C12C,9,6,1,1,0
CC1N2CC(C2)C1=O,9,6,1,1,0
CC(=O)CC(=O)CO,8,5,0,3,0
CCC1=CCC2NC12,11,7,1,0,0
C1CC2=NON=C2O1,4,4,2,2,0
CC1=C2COC2CC1,10,7,0,1,0
COC1C(O)C1(C)C,12,6,0,2,0
COC1(CC1)C1CC1,12,7,0,1,0
O=C1CC2(CO2)CN1,7,5,1,2,0
CN1C2CC(C)(O)C12,11,6,1,1,0
C1C2C1C1OCOC21,8,6,0,2,0
CN1CC1C(C)(C)O,13,6,1,1,0
C1OC2CC3OC2C13,8,6,0,2,0
